bus t PEMmin PEMmax
 4 17   0.3508   0.3113
 4 18   0.5840   0.1681
 4 19   0.1132   0.4527
 4 20   0.0072   0.0000
 4 21   0.1119   0.0770
 4 22   0.3896   0.2462
 4 23  -0.6727  -0.6727
 4 24  -0.7420  -0.7420
 4 25   0.0000   0.0000
 4 26   0.1771   0.0084
 4 27   0.0036   0.0081
 4 28   0.0642   0.0228
 4 29   0.0889   0.2196
 4 30   0.0610   0.0540
 4 31   0.0874   0.1145
 4 32   0.3427   0.1314
 4 33   0.2348   0.1883
 4 34   0.1224   0.0791
 4 35   0.3834   0.2134
 4 36   0.4826   0.2657
 4 37   0.1766   0.1898
 4 38   1.1419   0.1734
 4 39   0.1833   0.1614
 4 40   0.1475   0.3332
 4 41   0.1057   0.2122
 4 42   0.2708   0.5996
 4 43   0.1083   0.0333
 4 44   0.1356   0.1703
 4 45   0.1515   0.0888
 4 46   0.0872   0.1228
 4 47   0.0883   0.0212
 4 48   0.0404   0.0387
 5  1   0.0292   0.1203
 5  2   0.0280   0.0000
 5  3   0.0241   0.0158
 5  4   0.0190   0.0100
 5  5   0.0000   0.0020
 5  6   0.0000   0.0000
 5  7   0.0000   0.0000
 5  8   0.0295   0.0000
 5  9   0.0319   0.0000
 5 10   0.0648   0.0289
 5 11   0.0542   0.0399
 5 12   0.1806   0.0405
 5 13   0.1765   0.1284
 5 14   0.3216   0.2703
 5 15   0.4404   0.1313
 5 16   0.4277   0.1065
 5 17   0.4083   0.1584
 5 18   0.5007   0.1378
 5 19   0.4793   0.1575
 5 20   0.0000   0.0220
 5 21   0.0920   0.0826
 5 22   0.3852   0.2478
 5 23  -0.6727  -0.6727
 5 24  -0.7420  -0.7420
 5 25   0.0000   0.0000
 5 26   0.0000   0.0000
 5 27   0.0159   0.0081
 5 28   0.0655   0.0000
 5 29   0.0288   0.0894
 5 30   0.0406   0.0206
 5 31   0.1037   0.0105
 5 32   0.1442   0.1040
 5 33   0.0464   0.0566
 5 34   0.3940   0.1284
 5 35   0.5302   0.0398
 5 36   0.2880   0.0786
 5 37   0.3797   0.4396
 5 38   0.3013   0.0263
 5 39   0.1581   0.1155
 5 40   0.7040   0.3864
 5 41   0.0848   0.3308
 5 42   0.0754   0.0145
 5 43   0.1762   0.0412
 5 44   0.2363   0.1095
 5 45   0.1199   0.0542
 5 46   0.0039   0.1090
 5 47   0.0770   0.1166
 5 48   0.0350   0.0157
 6  1   6.9314   0.0409
 6  2  11.7378   0.0661
 6  3   6.7304   0.0086
 6  4  -6.9165   0.0216
 6  5  11.6499   0.0000
 6  6   6.9393   0.0000
 6  7   3.7708   0.0160
 6  8  -1.0956   0.1209
 6  9  -1.4761   0.0571
 6 10   4.3939   0.1080
 6 11  11.2356   0.1810
 6 12  -0.3045   0.2362
 6 13   6.8961   0.1688
 6 14  -2.2559   0.4079
 6 15  10.5194   0.4494
 6 16   5.5161   0.4228
 6 17  -0.4828   0.6298
 6 18   6.1150   0.4360
 6 19   6.3150   0.6978
 6 20   3.5208   0.0000
 6 21   1.9515   0.0696
 6 22   2.2601   0.2459
 6 23  -0.6727  -0.6727
 6 24 -11.9611  -0.7420
 6 25  -0.7568   0.0000
 6 26   3.0924   0.0103
 6 27   3.4255   0.1848
 6 28   2.0700   0.1389
 6 29  -1.8650   0.3552
 6 30  -0.5249   0.1071
 6 31  -0.4770   0.2776
 6 32   0.0000   0.6943
 6 33   0.2465   0.2692
 6 34   2.4653   0.4162
 6 35  10.6766   0.4936
 6 36   6.5107   0.5787
 6 37   6.0661   0.4210
 6 38   1.9487   0.3936
 6 39  -0.4354   0.7022
 6 40  -6.0160   0.8640
 6 41   0.7955   0.5184
 6 42  -2.2488   0.2582
 6 43  -0.2860   0.4040
 6 44   5.6223   0.4070
 6 45   0.9444   0.4398
 6 46   6.7018   0.2293
 6 47  -0.7147   0.0179
 6 48   2.4281   0.1590
 7  1   0.0000   0.0000
 7  2   0.0000   0.0000
 7  3   0.0000   0.0000
 7  4   0.0000   0.0000
 7  5   0.0000   0.0000
 7  6   0.0000   0.0000
 7  7   0.0000   0.0000
 7  8   0.0000   0.0000
 7  9   0.0000   0.0000
 7 10   0.0000   0.0000
 7 11   0.0000   0.0000
 7 12   0.0000   0.0000
 7 13   0.0000   0.0000
 7 14   0.0000   0.0000
 7 15   0.0000   0.0000
 7 16   0.0000   0.0000
 7 17   0.0000   0.0000
 7 18   0.0000   0.0000
 7 19   0.0000   0.0000
 7 20   0.0000   0.0000
 7 21   0.0000   0.0000
 7 22   0.0000   0.0000
 7 23   0.0000   0.0000
 7 24   0.0000   0.0000
 7 25   0.0000   0.0000
 7 26   0.0000   0.0000
 7 27   0.0000   0.0000
 7 28   0.0000   0.0000
 7 29   0.0000   0.0000
 7 30   0.0000   0.0000
 7 31   0.0000   0.0000
 7 32   0.0000   0.0000
 7 33   0.0000   0.0000
 7 34   0.0000   0.0000
 7 35   0.0000   0.0000
 7 36   0.0000   0.0000
 7 37   0.0000   0.0000
 7 38   0.0000   0.0000
 7 39   0.0000   0.0000
 7 40   0.0000   0.0000
 7 41   0.0000   0.0000
 7 42   0.0000   0.0000
 7 43   0.0000   0.0000
 7 44   0.0000   0.0000
 7 45   0.0000   0.0000
 7 46   0.0000   0.0000
 7 47   0.0000   0.0000
 7 48   0.0000   0.0000
 8  1   0.0000   0.0000
 8  2   0.0000   0.0000
 8  3   0.0000   0.0000
 8  4   0.0000   0.0000
 8  5   0.0000   0.0000
 8  6   0.0000   0.0000
 8  7   0.0000   0.0000
 8  8   0.0000   0.0000
 8  9   0.0000   0.0000
 8 10   0.0000   0.0000
 8 11   0.0000   0.0000
 8 12   0.0000   0.0000
 8 13   0.0000   0.0000
 8 14   0.0000   0.0000
 8 15   0.0000   0.0000
 8 16   0.0000   0.0000
 8 17   0.0000   0.0000
 8 18   0.0000   0.0000
 8 19   0.0000   0.0000
 8 20   0.0000   0.0000
 8 21   0.0000   0.0000
 8 22   0.0000   0.0000
 8 23   0.0000   0.0000
 8 24   0.0000   0.0000
 8 25   0.0000   0.0000
 8 26   0.0000   0.0000
 8 27   0.0000   0.0000
 8 28   0.0000   0.0000
 8 29   0.0000   0.0000
 8 30   0.0000   0.0000
 8 31   0.0000   0.0000
 8 32   0.0000   0.0000
 8 33   0.0000   0.0000
 8 34   0.0000   0.0000
 8 35   0.0000   0.0000
 8 36   0.0000   0.0000
 8 37   0.0000   0.0000
 8 38   0.0000   0.0000
 8 39   0.0000   0.0000
 8 40   0.0000   0.0000
 8 41   0.0000   0.0000
 8 42   0.0000   0.0000
 8 43   0.0000   0.0000
 8 44   0.0000   0.0000
 8 45   0.0000   0.0000
 8 46   0.0000   0.0000
 8 47   0.0000   0.0000
 8 48   0.0000   0.0000
 9  1   0.0282   3.8030
 9  2   0.0455   3.7370
 9  3   0.0518  -1.1105
 9  4   0.0000   0.0000
 9  5   0.0124  -1.6376
 9  6   0.0000   5.0639
 9  7   0.0073   4.5506
 9  8   0.0063   5.5477
 9  9   0.0488   4.2832
 9 10   0.0440  -0.2837
 9 11   0.0836   1.1236
 9 12   0.1213   4.9920
 9 13   0.1588   4.6334
 9 14   0.1946   7.6776
 9 15   0.3381   2.2486
 9 16   0.3695   3.1608
 9 17   0.3765   4.6117
 9 18   0.2240   4.4232
 9 19   0.4882   6.3106
 9 20   0.0621   4.4266
 9 21   0.0490   2.5955
 9 22   0.3525  -1.9483
 9 23  -0.6727  -0.6727
 9 24  -0.7420  -7.4007
 9 25   0.0000   0.3742
 9 26   0.0201   2.4670
 9 27   0.0294   1.9493
 9 28   0.0520   3.5982
 9 29   0.0602   1.2220
 9 30   0.0722  -1.9586
 9 31   0.2733  -2.1031
 9 32   0.2305  -0.3573
 9 33   0.2675   4.0150
 9 34   0.2619   8.5374
 9 35   0.3497   2.3046
 9 36   0.1852   5.4581
 9 37   0.2210   6.7097
 9 38   0.5247   1.3086
 9 39   0.1663   0.5217
 9 40   0.1893   0.1880
 9 41   0.2010   0.1589
 9 42   0.3429   5.1956
 9 43   0.4397   3.0143
 9 44   0.1241   0.0000
 9 45   0.0628   3.0522
 9 46   0.1320   5.2700
 9 47   0.0715   2.6999
 9 48   0.1977   4.5200
10  1   0.0220   0.0348
10  2   0.0416   0.0118
10  3   0.0371   0.0000
10  4   0.0066   0.0000
10  5   0.0000   0.0076
10  6   0.0000   0.0170
10  7   0.0130   0.0000
10  8   0.0437   0.0165
10  9   0.0505   0.0128
10 10   0.0259   0.0114
10 11   0.1322   0.1546
10 12   0.2216   0.0291
10 13   0.0875   0.1095
10 14   0.2432   0.2520
10 15   0.2625   0.4465
10 16   0.4833   0.2909
10 17   0.4332   0.3089
10 18   0.3079   0.3732
10 19   0.5611   0.2032
10 20   0.0000   0.0468
10 21   0.0493   0.0000
10 22   0.3480   0.3546
10 23  -0.6727  -0.6727
10 24  -0.7420  -0.7420
10 25   0.0221   0.0000
10 26   0.0000   0.0036
10 27   0.0426   0.0403
10 28   0.0482   0.0069
10 29   0.0557   0.1394
10 30   0.0392   0.0000
10 31   0.0748   0.3139
10 32   0.1452   0.3642
10 33   0.2598   0.4285
10 34   0.1486   0.2300
10 35   0.3498   0.1207
10 36   0.4974   0.1300
10 37   0.2920   0.1629
10 38   0.1265   0.2083
10 39   0.1763   0.1812
10 40   0.4467   0.2692
10 41   0.1862   0.0371
10 42   0.7874   0.1849
10 43   0.2449   0.2480
10 44   0.2709   0.1536
10 45   0.1090   0.0222
10 46   0.0792   0.0621
10 47   0.1000   0.1307
10 48   0.0728   0.1400
11  1   0.0284   0.0577
11  2   0.0093   0.0091
11  3   0.0000   0.0270
11  4   0.0000   0.0084
11  5   0.0000   0.0168
11  6   0.0000   0.0246
11  7   0.0081   0.0080
11  8   0.0080   0.0000
11  9   0.0177   0.0168
11 10   0.0153   0.1009
11 11   0.1502   0.1735
11 12   0.2264   0.1239
11 13   0.2072   0.2867
11 14   0.4238   0.3673
11 15   0.4262   0.5839
11 16   0.2872   0.5638
11 17   0.4936   0.5885
11 18   0.3320   0.4759
11 19   0.4660   0.4999
11 20   0.0000   0.1643
11 21   0.2178   0.1868
11 22   0.2496   0.0000
11 23  -0.6727  -0.6727
11 24  -0.7420  -0.7420
11 25   0.0000   0.0000
11 26   0.0086   0.0093
11 27   0.0350   0.1432
11 28   0.0616   0.0657
11 29   0.1746   0.2127
11 30   0.0289   0.0196
11 31   0.1189   0.0572
11 32   0.3132   0.2178
11 33   0.4194   0.2949
11 34   0.3824   0.3637
11 35   0.1593   0.4249
11 36   0.3308   0.2502
11 37   0.4226   0.3028
11 38   0.1237   0.3377
11 39   0.1397   0.1556
11 40   0.1261   0.7084
11 41   0.1667   0.2077
11 42   0.0526   0.2535
11 43   0.0925   0.1729
11 44   0.1853   0.1009
11 45   0.0523   0.0759
11 46   0.0287   0.0777
11 47   0.0704   0.1475
11 48   0.0524   0.0849
12  1  -2.0088   0.0353
12  2   8.6203   0.0141
12  3   2.3734   0.0455
12  4   1.4208   0.0512
12  5   0.0718   0.0000
12  6   0.9183   0.0172
12  7   3.5778   0.0000
12  8   0.3680   0.0168
12  9   0.1218   0.0668
12 10   3.2903   0.2266
12 11   0.0000   0.3642
12 12   4.5707   0.2104
12 13  -0.8676   0.2746
12 14   8.6178   0.5068
12 15  -0.2599   0.9152
12 16   3.9754   1.0837
12 17   4.0108   0.6189
12 18   3.9204   0.7985
12 19   3.1229   0.5153
12 20   2.7996   0.0000
12 21   2.3540   0.2584
12 22   1.6238   0.3292
12 23  -7.3057  -0.6727
12 24  -0.7420  -0.7420
12 25   0.2539   0.0000
12 26   2.2454   0.0232
12 27   4.1893   0.0180
12 28  -0.1420   0.0751
12 29   0.4995   0.2005
12 30   0.1362   0.0428
12 31   0.6174   0.1229
12 32  -0.0309   0.6260
12 33   1.4474   0.2885
12 34   3.2354   0.2238
12 35   3.2681   0.4193
12 36   3.1571   0.2234
12 37   3.0116   0.4995
12 38   0.8906   0.4306
12 39  -6.2040   0.3896
12 40   1.2478   0.4150
12 41   1.0292   0.1416
12 42   1.5844   0.1505
12 43   2.0490   0.1900
12 44   1.8934   0.0760
12 45   5.4495   0.1149
12 46   6.3997   0.1114
12 47  -3.8356   0.1405
12 48   4.3861   0.2985
13  1   0.0489  -1.5160
13  2   1.0591   0.7642
13  3  -0.6705  -5.7582
13  4  -0.2810  23.1787
13  5   0.0000   2.7245
13  6   2.1933  -1.7556
13  7   3.4746   3.3002
13  8   0.7462  -6.4576
13  9   0.6106  -1.5586
13 10  -0.3158  14.9639
13 11   0.1492  14.9210
13 12   1.5560   3.7983
13 13   2.9644   3.9083
13 14   1.1036  11.9909
13 15   6.9165   6.8340
13 16   4.8028   9.1906
13 17   1.2453   9.7543
13 18   3.6824   1.4737
13 19   3.6174   6.7427
13 20   4.3618   7.0883
13 21   3.9084   5.7083
13 22   2.1521   3.9565
13 23 -19.5743 -13.9478
13 24 -12.1307 -11.5277
13 25   0.4461  -6.7538
13 26   0.0983  -4.1881
13 27   4.9097   4.5183
13 28   1.1221   2.3331
13 29   1.6867   0.0000
13 30  -5.8241   0.1280
13 31   0.5398   2.0813
13 32   3.6637   1.3670
13 33   4.6828   7.8371
13 34   7.2946   4.5798
13 35   7.7455   0.3586
13 36   8.5941  14.0140
13 37   8.2305   8.9110
13 38   2.0689  -1.1513
13 39   0.1945   1.5246
13 40   0.0064  -1.3117
13 41   2.6010  -8.7435
13 42   0.6275   0.0641
13 43   4.0091   1.8262
13 44   4.5761   4.6529
13 45   4.8083   8.4001
13 46   5.8283  12.2581
13 47   4.3590   6.9256
13 48   4.3590  10.6361
14  1  -1.7819   0.0198
14  2   1.8597   0.1239
14  3   8.6384   0.1000
14  4  -7.5513   0.0198
14  5   6.4076   0.0516
14  6   2.4913   0.0148
14  7  -0.2584   0.0295
14  8   2.0558   0.0474
14  9   4.6034   0.2396
14 10   4.9530   0.1804
14 11   6.2785   0.3006
14 12  -7.0195   0.3880
14 13   3.2588   0.4893
14 14   1.4500   1.0414
14 15   7.0837   1.0875
14 16   5.5562   1.2956
14 17   1.1409   1.1857
14 18   4.2815   0.9738
14 19   1.0189   1.6420
14 20   2.3603   0.0000
14 21   3.1813   0.1913
14 22  -0.0472   0.5718
14 23  -5.3119  -0.6727
14 24  -0.7420  -0.7420
14 25  -0.4504   0.0000
14 26   1.9222   0.0282
14 27   4.6433   0.1493
14 28   2.8738   0.3353
14 29   0.8051   0.4065
14 30  -4.6482   0.1078
14 31   0.6167   0.5032
14 32   0.0000   0.5108
14 33   0.1379   0.4082
14 34   4.4232   0.4520
14 35   2.0105   0.4223
14 36   1.8190   0.4843
14 37   3.8976   0.5595
14 38   0.9501   0.6303
14 39  -3.6094   0.4946
14 40   0.7965   0.3097
14 41   0.0506   0.4441
14 42   2.1706   0.5092
14 43   0.0000   0.3551
14 44  -0.7280   0.2036
14 45   7.3364   0.1672
14 46   0.8880   0.5279
14 47  -0.6736   0.1949
14 48   9.1002   0.0704
EVs  Frommin  Tomin #Evsmin Frommax  Tomax #Evsmax
  1       2       5      13       2       5      13
  2      12       6       7      12       6       7
  3       4       5      13       4       5      13
  4      14       9       7      14       9       7
  5       9      14       7       9      14       7
  6      14       9       7      14       9       7
  7       9      10      13       9      10      13
  8       4       3       7       4       3       7
  9      10      11       7      10      11       7
 10       4       2      13       4       2      13
 11       4       3       7       4       3       7
 12      11       6       7      11       6       7
 13       2       3       7       2       3       7
 14      10       9      13      10       9      13
 15      14       9       7      14       9       7
 16       3       2       7       3       2       7
 17       9      10      13       9      10      13
 18       6      12       7       6      12       7
 19       5       4      13       5       4      13
 20      11      10       7      11      10       7
 21       2       5      10       2       5      10
 22       4       2       7       4       2       7
 23      14       9       7      14       9       7
 24      11       6       7      11       6       7
 25      12      13       7      12      13       7
 26       3       4      13       3       4      13
 27       3       2      13       3       2      13
 28       2       4       7       2       4       7
 29      12      13       7      12      13       7
 30      13      12      13      13      12      13
 31       2       3       7       2       3       7
 32       9      10      13       9      10      13
 33       5       4      13       5       4      13
 34       6      13      13       6      13      13
 35      11      10      13      11      10      13
 36       9      10      13       9      10      13
 37       6      13      13       6      13      13
 38      11      10      13      11      10      13
 39       5       2       7       5       2       7
 40       9      10      13       9      10      13
 41      14       9       7      14       9       7
 42       9      10      13       9      10      13
 43       2       5      13       2       5      13
 44       2       5      13       2       5      13
 45       4       2      13       4       2      13
 46      10       9      13      10       9      13
 47      10       9      13      10       9      13
 48      12      13       7      12      13       7
 49      12      13       7      12      13       7
 50       4       5      13       4       5      13
 51       9      10      13       9      10      13
 52       5       4      13       5       4      13
 53       2       3       7       2       3       7
 54      11       6       7      11       6       7
 55       3       4      13       3       4      13
 56      11      10       7      11      10       7
 57       6      13      13       6      13      13
 58       5       4      13       5       4      13
 59      11      10      13      11      10      13
 60       5       4      13       5       4      13
 61       9      10      13       9      10      13
 62      14       9       7      14       9       7
 63      14       9       7      14       9       7
 64       9      14       7       9      14       7
 65       9      10      13       9      10      13
 66       6      13      13       6      13      13
 67       2       4      13       2       4      13
 68       4       5      13       4       5      13
 69       2       5      13       2       5      13
 70       4       5      13       4       5      13
 71       3       2       7       3       2       7
 72      11      10       7      11      10       7
 73       4       3      13       4       3      13
 74       3       2       7       3       2       7
 75       6      13      13       6      13      13
 76       5       2      13       5       2      13
 77       3       2       7       3       2       7
 78       4       5      13       4       5      13
 79      14       9       7      14       9       7
 80      14      13       7      14      13       7
 81      14      13       7      14      13       7
 82       4       2      13       4       2      13
 83       5       2       7       5       2       7
 84       2       4      13       2       4      13
 85       2       4       7       2       4       7
 86       6      12       7       6      12       7
 87       2       3       7       2       3       7
 88       5       4      13       5       4      13
 89       4       5      13       4       5      13
 90       5       4      13       5       4      13
 91      10       9      13      10       9      13
 92       5       2       7       5       2       7
 93       5       2       7       5       2       7
 94       4       2       7       4       2       7
 95      10      11      13      10      11      13
 96       2       3      13       2       3      13
 97      14      13       7      14      13       7
 98       4       3      13       4       3      13
 99      12       6       7      12       6       7
100      12      13       7      12      13       7
101       6      12       7       6      12       7
102       2       4       7       2       4       7
103       5       2       7       5       2       7
104      10       9      13      10       9      13
105       4       3       7       4       3       7
106      12       6       7      12       6       7
107       3       2       7       3       2       7
108       4       2      13       4       2      13
109       6      12       7       6      12       7
110       5       4      13       5       4      13
111      11       6       7      11       6       7
112       2       5      13       2       5      13
113       6      11       7       6      11       7
114       6      12       7       6      12       7
115       2       5      13       2       5      13
116      11       6      13      11       6      13
117      12      13       7      12      13       7
118       3       2       7       3       2       7
119      14       9       7      14       9       7
120      10      11       7      10      11       7
121       3       2       7       3       2       7
122      14      13       7      14      13       7
123       5       2       7       5       2       7
124       4       2       7       4       2       7
125       5       2      13       5       2      13
126      12      13       7      12      13       7
127       5       4      13       5       4      13
128       2       5      13       2       5      13
129       9      14       7       9      14       7
130       4       5      13       4       5      13
131       5       2      13       5       2      13
132       2       4      13       2       4      13
133       2       5      13       2       5      13
134      11       6       7      11       6       7
135       4       3       7       4       3       7
136      13      14       7      13      14       7
137       6      13      13       6      13      13
138       5       2      13       5       2      13
139      12      13       7      12      13       7
140      11      10      13      11      10      13
141      11      10       7      11      10       7
142       5       2      13       5       2      13
143      13      14       7      13      14       7
144      10      11       7      10      11       7
145       3       2      13       3       2      13
146       3       4      13       3       4      13
147       2       5       7       2       5       7
148       4       3      13       4       3      13
149       3       4      13       3       4      13
150      12      13       7      12      13       7
151       9      10      13       9      10      13
152      10       9      13      10       9      13
153       9      10      13       9      10      13
154      10       9      13      10       9      13
155       9      14       7       9      14       7
156       4       3      13       4       3      13
157      13      14       7      13      14       7
158      11       6      13      11       6      13
159       9      10      13       9      10      13
160      13       6      13      13       6      13
161       6      12       7       6      12       7
162       5       2      13       5       2      13
163       2       5      13       2       5      13
164      12       6       7      12       6       7
165      14       9       7      14       9       7
166      13      14       7      13      14       7
167       5       2       7       5       2       7
168       2       5      13       2       5      13
169       5       4      13       5       4      13
170      10      11      13      10      11      13
171       3       4       7       3       4       7
172      10      11      13      10      11      13
173       6      12       7       6      12       7
174       9      10      13       9      10      13
175       9      10      13       9      10      13
176      12      13      13      12      13      13
177       3       2       7       3       2       7
178       5       4      13       5       4      13
179       9      10      13       9      10      13
180       6      13      13       6      13      13
181       2       3       7       2       3       7
182       6      13      13       6      13      13
183       5       2       7       5       2       7
184       9      14       7       9      14       7
185       9      10      13       9      10      13
186       6      12       7       6      12       7
187       5       2      13       5       2      13
188       3       4      13       3       4      13
189       5       2       7       5       2       7
190       4       5      13       4       5      13
191      10       9      13      10       9      13
192       2       4      13       2       4      13
193      10      11       7      10      11       7
194      13      12       7      13      12       7
195       2       4      13       2       4      13
196      12       6       7      12       6       7
197       3       2       7       3       2       7
198      14       9       7      14       9       7
199       6      11       7       6      11       7
200      11       6       7      11       6       7
201      12      13       7      12      13       7
202       5       4      13       5       4      13
203      10       9      13      10       9      13
204      10      11       7      10      11       7
205       6      12       7       6      12       7
206       2       3      13       2       3      13
207       4       2       7       4       2       7
208       2       3      13       2       3      13
209      10       9      13      10       9      13
210      11      10       7      11      10       7
211      10       9      13      10       9      13
212       9      10      13       9      10      13
213      10       9      13      10       9      13
214       3       4       7       3       4       7
215      10      11       7      10      11       7
216      11       6       7      11       6       7
217       2       5       7       2       5       7
218      11       6      13      11       6      13
219      11      10       7      11      10       7
220      10       9      13      10       9      13
221       5       2      13       5       2      13
222       2       3       7       2       3       7
223       4       3      13       4       3      13
224      12       6       7      12       6       7
225       2       3       7       2       3       7
226       4       2      13       4       2      13
227      12      13       7      12      13       7
228      10       9      13      10       9      13
229      12       6       7      12       6       7
230       2       3       7       2       3       7
231       3       4      13       3       4      13
232       6      12       7       6      12       7
233       9      14       7       9      14       7
234       3       2       7       3       2       7
235      10      11      13      10      11      13
236      13      14       7      13      14       7
237      12      13       7      12      13       7
238       5       4      13       5       4      13
239      11      10       7      11      10       7
240      14      13       7      14      13       7
241      10      11       7      10      11       7
242       4       5      13       4       5      13
243       4       5      13       4       5      13
244      12      13       7      12      13       7
245       6      11      13       6      11      13
246      12      13       7      12      13       7
247      10       9      13      10       9      13
248       9      10      13       9      10      13
249      11       6       7      11       6       7
250      10       9      13      10       9      13
251       9      14       7       9      14       7
252       2       5      13       2       5      13
253      14      13       7      14      13       7
254      11       6       7      11       6       7
255       6      11       7       6      11       7
256      14      13       7      14      13       7
257       5       2      13       5       2      13
258      14       9       7      14       9       7
259       5       4      13       5       4      13
260      11       6       7      11       6       7
261      14      13       7      14      13       7
262       6      13      13       6      13      13
263      12      13       7      12      13       7
264       5       2      13       5       2      13
265      13      14       7      13      14       7
266      13      14       7      13      14       7
267       4       5      13       4       5      13
268      10      11       7      10      11       7
269       9      10      13       9      10      13
270      12       6       7      12       6       7
271      11      10      13      11      10      13
272       9      10      13       9      10      13
273      13       6      13      13       6      13
274       4       5      13       4       5      13
275       2       5      13       2       5      13
276       5       4      13       5       4      13
277       3       4      13       3       4      13
278       5       4      13       5       4      13
